Customer,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
EN54716,Doctor,2395,21986,63,0,Personal Auto,Two-Door Car,333,Oregon,F
UF27940,College,3863,47199,100,3,Corporate Auto,SUV,480,Washington,F
QD36118,College,5173,0,69,0,Personal Auto,Four-Door Car,331,Oregon,F
XI52305,Bachelor,4984,86305,62,0,Personal Auto,Four-Door Car,80,California,M
HZ25580,High School or Below,2396,39062,61,0,Corporate Auto,Two-Door Car,346,Washington,F
JY97451,College,2631,16976,69,0,Personal Auto,Four-Door Car,238,California,F
US78266,High School or Below,6993,0,65,2,Corporate Auto,Four-Door Car,468,California,F
SX25962,College,15055,83283,193,1,Personal Auto,Luxury,273,Arizona,M
XQ12791,High School or Below,3401,41972,86,0,Personal Auto,Four-Door Car,691,California,M
EU59853,College,4126,34080,107,1,Personal Auto,Four-Door Car,220,California,M
QR21417,Bachelor,4462,0,73,3,Corporate Auto,Two-Door Car,350,California,F
CI27304,College,9320,40269,81,2,Personal Auto,Four-Door Car,329,California,M
WJ52097,Bachelor,3663,61894,91,0,Corporate Auto,Four-Door Car,436,Oregon,F
FT65961,College,4962,23300,63,1,Corporate Auto,Four-Door Car,339,California,F
DP87594,Bachelor,2816,66023,70,0,Personal Auto,Two-Door Car,265,Oregon,F
KP96020,Bachelor,4330,39660,107,0,Corporate Auto,Luxury,416,Arizona,F
HQ15974,College,8262,0,76,1,Personal Auto,Four-Door Car,32,Nevada,F
VE98553,Bachelor,4666,60466,117,0,Personal Auto,Four-Door Car,784,Oregon,M
ME44353,College,5876,32848,74,0,Personal Auto,Four-Door Car,250,Oregon,F
AE62631,Bachelor,8427,20662,72,0,Personal Auto,Two-Door Car,373,Oregon,M
GX29162,High School or Below,13023,64985,108,0,Personal Auto,Two-Door Car,16,Arizona,F
LY69932,High School or Below,8209,68022,103,0,Personal Auto,Luxury,494,Oregon,M
YY74036,College,2464,72834,65,3,Corporate Auto,Four-Door Car,91,California,M
DP92488,Doctor,2727,74592,67,0,Personal Auto,Two-Door Car,321,Washington,F
FO74055,College,3086,73938,76,0,Personal Auto,Two-Door Car,53,California,F
GT97121,College,22067,15999,83,0,Personal Auto,Four-Door Car,398,California,M
VF83291,College,4836,0,69,0,Personal Auto,Four-Door Car,632,Oregon,F
OU76593,College,6912,0,96,0,Personal Auto,Four-Door Car,460,Oregon,M
HO40387,Master,2570,0,72,3,Personal Auto,Two-Door Car,345,California,M
GR37045,Bachelor,2991,0,80,0,Corporate Auto,Four-Door Car,576,Nevada,F
KZ84621,High School or Below,8253,62375,103,1,Personal Auto,SUV,411,Nevada,F
FR82361,Doctor,10477,61427,88,0,Personal Auto,Four-Door Car,422,Arizona,M
UM14883,High School or Below,16373,64396,103,0,Special Auto,SUV,355,California,M
UX32931,College,5184,49312,65,1,Corporate Auto,Four-Door Car,230,California,F
QA68548,High School or Below,10634,0,61,0,Personal Auto,Two-Door Car,292,California,F
QV40364,High School or Below,15114,28513,100,1,Personal Auto,SUV,480,California,F
TY87896,High School or Below,11875,0,108,0,Personal Auto,SUV,518,California,M
CV75841,College,4369,97321,110,0,Personal Auto,Four-Door Car,74,California,M
YO62357,College,7432,58839,65,3,Personal Auto,Two-Door Car,18,California,F
YN19139,High School or Below,2558,0,72,0,Corporate Auto,Four-Door Car,518,Nevada,M
PE63707,Bachelor,5452,88567,67,0,Personal Auto,Four-Door Car,321,Nevada,M
NS74173,College,2968,91646,74,0,Corporate Auto,Two-Door Car,57,Nevada,M
ZI73222,High School or Below,15700,0,211,0,Personal Auto,Luxury,1012,California,M
AC24378,High School or Below,7477,48552,94,0,Corporate Auto,Four-Door Car,262,Arizona,F
XR71687,Bachelor,9407,31485,118,0,Personal Auto,SUV,294,Oregon,M
GJ70481,High School or Below,4428,0,64,0,Personal Auto,Four-Door Car,628,Arizona,M
JI94264,College,10053,16511,135,0,Personal Auto,SUV,972,Arizona,M
YI95434,College,2907,51020,73,0,Personal Auto,Four-Door Car,350,California,F
RL34830,College,7644,43838,97,0,Corporate Auto,Four-Door Car,465,California,M
CA96568,College,9709,0,133,0,Corporate Auto,SUV,827,Oregon,M
UO16539,Bachelor,8439,22454,110,2,Personal Auto,SUV,556,Washington,M
NP18074,Bachelor,4209,57933,105,0,Personal Auto,SUV,533,Arizona,F
TW45475,College,8556,0,124,3,Personal Auto,SUV,595,Nevada,M
CM66204,College,26770,26335,113,1,Personal Auto,SUV,355,Arizona,F
DX80961,Bachelor,16265,85322,134,0,Personal Auto,SUV,735,Arizona,F
JZ15681,High School or Below,3624,37843,92,0,Personal Auto,Four-Door Car,354,California,M
ZZ31825,Bachelor,2519,0,67,0,Personal Auto,Four-Door Car,482,Oregon,M
TF77410,College,4819,74730,61,0,Personal Auto,Four-Door Car,421,Arizona,M
HI16452,High School or Below,3028,0,94,1,Special Auto,Four-Door Car,483,Oregon,M
CW98845,Bachelor,2316,0,64,0,Personal Auto,Four-Door Car,307,Oregon,M
NI99807,College,13869,28432,118,0,Personal Auto,SUV,612,Oregon,M
QL45827,College,25807,71210,214,1,Personal Auto,Luxury,1027,Washington,F
GU60969,Bachelor,2342,19581,67,0,Corporate Auto,Four-Door Car,321,Arizona,M
FS67103,Bachelor,2747,0,80,0,Special Auto,Two-Door Car,576,Oregon,M
FQ24929,Master,5479,56005,68,1,Personal Auto,Four-Door Car,326,Oregon,M
YA12007,College,9199,0,80,0,Personal Auto,Four-Door Car,572,California,F
EW46828,High School or Below,8060,23671,69,0,Personal Auto,Four-Door Car,331,Arizona,M
YP67379,High School or Below,6686,22244,84,0,Personal Auto,Four-Door Car,114,Arizona,M
KH16079,High School or Below,4709,0,66,0,Personal Auto,Four-Door Car,470,Washington,F
SJ87277,High School or Below,2685,75329,67,0,Corporate Auto,Four-Door Car,45,Arizona,M
DW14769,High School or Below,3920,0,108,1,Personal Auto,Two-Door Car,525,Arizona,F
CN13435,College,5493,44369,68,0,Personal Auto,Four-Door Car,185,California,F
KO95143,High School or Below,8521,37910,108,0,Personal Auto,Four-Door Car,518,California,M
GT66241,High School or Below,2414,0,71,0,Personal Auto,Four-Door Car,511,California,M
PP97061,College,4282,40864,109,1,Personal Auto,SUV,166,Nevada,F
KP97208,College,5918,94846,73,0,Corporate Auto,Two-Door Car,305,Oregon,F
SB24397,High School or Below,7519,96306,95,1,Personal Auto,Four-Door Car,185,California,M
EM32982,Doctor,4472,53519,111,0,Corporate Auto,SUV,520,Arizona,F
LB97434,Bachelor,5531,50648,69,1,Personal Auto,Two-Door Car,331,Arizona,M
RR37715,Bachelor,8435,64692,70,0,Corporate Auto,Two-Door Car,336,Oregon,M
TC81636,High School or Below,10196,0,100,0,Corporate Auto,SUV,720,Arizona,M
IC55961,High School or Below,20552,0,187,1,Corporate Auto,Luxury,1430,Arizona,F
HR48520,Bachelor,3915,0,109,0,Personal Auto,SUV,784,Oregon,M
VI42566,Master,6010,49311,74,0,Personal Auto,Four-Door Car,355,Oregon,M
NU84299,High School or Below,2854,71126,71,0,Personal Auto,Four-Door Car,324,Arizona,M
RT63209,Master,5994,74284,74,0,Personal Auto,Four-Door Car,268,California,F
AM52614,Bachelor,4477,41402,119,4,Personal Auto,Luxury,571,Oregon,F
UO40192,High School or Below,5544,79619,71,3,Personal Auto,Four-Door Car,280,Nevada,M
SD67101,High School or Below,3600,25147,101,0,Personal Auto,SUV,694,Nevada,F
EW35231,High School or Below,9934,56379,125,1,Corporate Auto,SUV,600,Oregon,F
CT18212,Bachelor,6874,0,96,0,Personal Auto,Four-Door Car,691,California,F
YL91587,High School or Below,2374,48911,61,0,Personal Auto,Two-Door Car,292,Arizona,M
HS14476,College,9162,29723,80,0,Personal Auto,Four-Door Car,20,Washington,M
DA28072,Master,7380,21841,91,0,Corporate Auto,Four-Door Car,436,Arizona,F
JO98946,Bachelor,2655,31796,68,0,Personal Auto,Four-Door Car,377,Oregon,M
BA26944,Bachelor,7591,0,105,0,Corporate Auto,SUV,504,Nevada,M
AR47849,Bachelor,5015,48567,130,0,Personal Auto,SUV,624,Nevada,F
FO82261,College,4603,66161,118,0,Personal Auto,SUV,457,Oregon,M
QO56662,Master,2551,79751,63,0,Personal Auto,Two-Door Car,392,Arizona,M
UF74084,Bachelor,5641,39469,71,0,Personal Auto,Two-Door Car,315,Arizona,M
OX75108,Master,5463,44305,67,0,Personal Auto,Four-Door Car,214,Arizona,F
QG25195,Bachelor,4866,0,68,0,Personal Auto,Four-Door Car,444,Oregon,F
HT50748,Doctor,2779,38893,69,0,Personal Auto,Two-Door Car,279,Oregon,F
HC42288,College,4563,39187,118,1,Corporate Auto,SUV,566,California,F
TC69546,College,14376,70341,179,0,Personal Auto,SUV,253,Arizona,M
GJ63345,Bachelor,2279,0,64,0,Personal Auto,Four-Door Car,460,Arizona,F
RK45396,Bachelor,5380,0,73,0,Corporate Auto,Four-Door Car,350,California,M
YA71207,High School or Below,8708,30090,73,0,Corporate Auto,Two-Door Car,329,California,F
FK95213,Master,18611,49673,232,0,Personal Auto,Luxury,1021,California,F
MC53402,College,2215,0,66,0,Personal Auto,Two-Door Car,389,Washington,M
VU18023,High School or Below,7780,0,70,0,Personal Auto,Four-Door Car,504,California,F
VN37592,High School or Below,2860,50332,72,0,Personal Auto,Four-Door Car,345,Arizona,M
KL58949,Bachelor,5577,70190,71,0,Corporate Auto,Two-Door Car,15,California,M
KU14261,Master,7268,38179,90,1,Personal Auto,Four-Door Car,374,Arizona,F
RL97327,Bachelor,4060,0,115,1,Personal Auto,Four-Door Car,699,Washington,M
TO60700,Bachelor,7813,25859,74,0,Special Auto,Four-Door Car,355,Washington,F
CR33417,Master,4762,36529,118,0,Personal Auto,SUV,255,Washington,F
ZK90062,Bachelor,14166,67588,118,0,Personal Auto,Luxury,566,Arizona,M
JP44710,High School or Below,4354,0,121,0,Personal Auto,SUV,871,Nevada,M
RR93140,College,2880,81565,71,0,Personal Auto,Four-Door Car,190,California,F
HW56522,Bachelor,19185,35322,244,0,Personal Auto,Luxury,76,Arizona,M
LR27773,Bachelor,5329,43671,67,0,Corporate Auto,Four-Door Car,190,California,F
CT88432,Bachelor,4883,58682,61,0,Corporate Auto,Four-Door Car,206,Arizona,F
OK86731,College,4510,44230,114,0,Personal Auto,Luxury,738,Oregon,M
GB75821,Bachelor,15304,40269,193,0,Personal Auto,Luxury,926,Oregon,M
KL48832,College,5237,31756,66,0,Corporate Auto,Four-Door Car,160,Nevada,F
CA54112,Doctor,15119,47725,63,0,Personal Auto,Two-Door Car,142,Nevada,M
VC43751,Bachelor,5860,38684,74,0,Personal Auto,Two-Door Car,376,Arizona,F
BC87551,High School or Below,32306,36301,118,0,Corporate Auto,SUV,647,California,F
TD58354,High School or Below,4655,0,67,0,Personal Auto,Four-Door Car,482,Nevada,M
XM19715,College,5326,22268,67,0,Personal Auto,Two-Door Car,294,Oregon,F
KH19280,College,6513,50037,81,0,Special Auto,Four-Door Car,303,Arizona,F
GE50763,Bachelor,3491,0,104,0,Corporate Auto,Four-Door Car,748,Washington,M
VW63894,Master,7870,75740,98,0,Personal Auto,Four-Door Car,46,California,M
YX36936,College,4274,39621,109,1,Corporate Auto,SUV,25,Arizona,M
AF49625,Bachelor,7189,75838,90,0,Corporate Auto,Two-Door Car,428,Oregon,F
QN30162,Bachelor,11315,11885,101,0,Special Auto,Four-Door Car,484,Oregon,F
UI21548,High School or Below,2480,29444,63,0,Personal Auto,Two-Door Car,302,California,F
IN52645,High School or Below,7344,64371,181,0,Personal Auto,SUV,868,Oregon,F
CQ76030,High School or Below,6974,26514,91,0,Personal Auto,Four-Door Car,655,Oregon,M
BW94308,High School or Below,20096,92766,71,0,Personal Auto,Two-Door Car,379,Washington,F
PP39078,College,5623,31504,71,0,Special Auto,Four-Door Car,340,California,F
LM86393,High School or Below,2828,98680,72,2,Personal Auto,Four-Door Car,345,Oregon,F
NB81923,College,7294,0,113,2,Personal Auto,Luxury,733,Washington,F
SZ61347,College,5583,76927,138,0,Personal Auto,SUV,114,California,M
VM53683,Bachelor,25763,78804,71,0,Personal Auto,Four-Door Car,389,Nevada,F
BA38428,High School or Below,5639,73168,70,0,Corporate Auto,Four-Door Car,425,Arizona,M
FX80133,Master,4576,48569,114,0,Personal Auto,Four-Door Car,434,California,F
MT41386,Bachelor,2875,84768,72,0,Personal Auto,Two-Door Car,110,Washington,M
KV53202,High School or Below,3031,0,86,0,Corporate Auto,Two-Door Car,619,California,F
DB79694,High School or Below,5979,57693,76,0,Corporate Auto,Four-Door Car,547,Arizona,F
VY75186,College,2242,0,65,0,Personal Auto,Four-Door Car,85,California,M
IR57729,High School or Below,16547,46593,70,0,Corporate Auto,Two-Door Car,129,California,M
FG16885,College,15814,0,146,0,Personal Auto,SUV,1055,Arizona,M
NW21079,Master,4879,67163,61,2,Personal Auto,Two-Door Car,33,Washington,F
FR81224,Master,5494,89205,68,0,Personal Auto,Two-Door Car,165,Oregon,M
YK92213,Doctor,5060,0,138,0,Personal Auto,Luxury,570,Oregon,M
JV99867,Bachelor,11269,65448,94,0,Special Auto,Four-Door Car,451,California,F
TN66124,High School or Below,10552,77627,88,0,Corporate Auto,Two-Door Car,205,California,M
NT78297,Bachelor,7517,37695,96,0,Personal Auto,Two-Door Car,460,Oregon,F
KG49115,College,6298,89411,78,0,Personal Auto,Four-Door Car,116,California,F
WC77067,College,7821,0,114,0,Corporate Auto,SUV,914,Nevada,M
DW62397,Master,22806,10337,67,0,Personal Auto,Four-Door Car,321,Oregon,F
GK67747,College,4386,10621,67,0,Special Auto,Four-Door Car,321,Washington,M
QM39493,High School or Below,3499,16711,91,1,Personal Auto,Four-Door Car,580,California,M
JD11661,College,7528,0,106,0,Personal Auto,SUV,508,Oregon,F
PT73521,College,2732,42968,69,0,Personal Auto,Four-Door Car,331,California,M
TC99043,Master,13736,16181,181,0,Personal Auto,SUV,1261,California,F
PY50779,High School or Below,7060,85412,88,0,Personal Auto,Four-Door Car,134,Arizona,M
FK97285,High School or Below,3732,75774,92,1,Corporate Auto,Four-Door Car,441,California,F
JG12505,Master,4064,26599,101,0,Personal Auto,SUV,254,Nevada,F
FX65946,Bachelor,5754,34847,73,0,Personal Auto,Four-Door Car,525,Arizona,M
OU88023,High School or Below,8460,0,115,0,Personal Auto,SUV,552,California,F
XN32623,Bachelor,5638,85896,70,0,Personal Auto,Four-Door Car,48,Oregon,M
EV78251,Doctor,7163,0,66,0,Personal Auto,Two-Door Car,316,Oregon,F
HC80108,College,2803,43775,70,0,Personal Auto,Four-Door Car,310,California,F
LG45661,High School or Below,20940,0,67,0,Personal Auto,Four-Door Car,482,Nevada,F
ZJ22132,High School or Below,3130,42056,78,0,Personal Auto,Four-Door Car,221,Oregon,F
LG53863,High School or Below,3741,13093,100,0,Personal Auto,SUV,514,Oregon,F
KR87696,College,3439,98278,85,0,Personal Auto,Four-Door Car,367,California,F
LN44535,College,7284,44605,91,0,Personal Auto,Four-Door Car,436,Washington,F
FU63281,Bachelor,5278,32365,67,0,Personal Auto,Four-Door Car,193,Arizona,M
KV17007,College,5680,82255,71,0,Personal Auto,Four-Door Car,145,California,M
GR42174,College,2194,0,62,0,Personal Auto,Four-Door Car,623,Oregon,M
SR71812,High School or Below,6473,0,88,0,Personal Auto,Four-Door Car,468,California,F
CA29908,High School or Below,18522,65903,66,0,Personal Auto,Four-Door Car,316,Oregon,M
OB98149,College,4700,11417,63,0,Personal Auto,Two-Door Car,302,Washington,F
FX30915,High School or Below,21295,0,96,0,Corporate Auto,Two-Door Car,677,Arizona,F
OC39051,College,6158,0,67,2,Personal Auto,Four-Door Car,321,California,M
LW80918,Doctor,8653,69704,72,0,Personal Auto,Two-Door Car,89,Oregon,M
EC94366,Doctor,3776,20101,96,0,Corporate Auto,Four-Door Car,291,Oregon,M
PI92163,Bachelor,4897,24383,69,2,Corporate Auto,Four-Door Car,331,Nevada,M
LZ68649,Bachelor,14947,22139,100,0,Personal Auto,SUV,480,Washington,M
IB39821,Bachelor,9011,88708,112,0,Personal Auto,Luxury,499,Arizona,M
WI75766,High School or Below,10083,11828,90,0,Personal Auto,Four-Door Car,571,Arizona,F
DR27120,Bachelor,2938,0,80,1,Corporate Auto,Two-Door Car,384,Washington,F
UQ67668,High School or Below,5639,73168,70,0,Personal Auto,Four-Door Car,425,Nevada,M
PR64751,Bachelor,2606,0,71,0,Corporate Auto,Two-Door Car,409,Nevada,M
CL79250,Bachelor,52811,0,182,0,Corporate Auto,Luxury,873,Nevada,M
ZR72236,Master,5226,76646,65,0,Personal Auto,Two-Door Car,263,Nevada,M
SG52649,High School or Below,8382,19683,117,1,Corporate Auto,Luxury,561,Washington,M
SG96896,High School or Below,14703,0,71,1,Personal Auto,Four-Door Car,819,Oregon,M
QJ50723,Master,18948,0,124,0,Personal Auto,SUV,595,Oregon,F
NU64028,Bachelor,12265,35693,103,0,Personal Auto,Luxury,494,Nevada,M
PM63319,College,4529,0,65,0,Personal Auto,Four-Door Car,438,Washington,F
YG46815,High School or Below,9220,0,136,0,Personal Auto,SUV,979,Arizona,M
XF94149,College,4087,24123,104,0,Personal Auto,SUV,748,California,M
ME99882,Bachelor,9247,85654,116,0,Personal Auto,Two-Door Car,346,Arizona,M
YZ67161,Master,13024,0,125,0,Personal Auto,SUV,900,Oregon,M
WA45944,College,25807,71210,214,1,Corporate Auto,Luxury,1027,Arizona,F
UM53032,College,6104,84822,76,0,Corporate Auto,Four-Door Car,219,California,M
LW43115,Master,2725,36650,69,1,Personal Auto,Four-Door Car,56,California,F
YK93229,High School or Below,3260,0,90,0,Personal Auto,Two-Door Car,432,Oregon,M
FH65253,High School or Below,23740,28025,87,0,Personal Auto,Four-Door Car,611,Oregon,M
IH43245,College,7599,52113,97,0,Corporate Auto,Four-Door Car,465,Nevada,M
TO20795,Doctor,32467,37675,104,0,Corporate Auto,Four-Door Car,731,Washington,M
TO14996,High School or Below,5633,37595,70,0,Personal Auto,Four-Door Car,501,Oregon,M
XN34686,High School or Below,5640,41396,70,0,Special Auto,Four-Door Car,336,Oregon,M
KA13067,High School or Below,8370,77512,104,0,Corporate Auto,SUV,433,Oregon,M
LQ76461,High School or Below,5170,35334,65,0,Personal Auto,Four-Door Car,468,Oregon,F
BH60627,College,7521,0,104,0,Personal Auto,Four-Door Car,499,Oregon,M
CD48033,Doctor,12731,40870,105,0,Personal Auto,SUV,504,Oregon,M
AC58002,Bachelor,5666,53907,71,0,Corporate Auto,Four-Door Car,189,California,F
VM21699,Bachelor,4436,77609,111,0,Corporate Auto,Luxury,62,Oregon,F
YM24654,High School or Below,17966,0,70,0,Personal Auto,Four-Door Car,504,Washington,F
RR66500,Master,2436,87462,61,1,Corporate Auto,Four-Door Car,51,California,M
GJ31412,Bachelor,6650,99494,83,0,Personal Auto,Four-Door Car,398,Oregon,M
WO64354,Bachelor,2751,42585,69,0,Personal Auto,Two-Door Car,288,California,F
UG37492,College,4362,58842,110,0,Personal Auto,Four-Door Car,528,California,M
PR51268,Doctor,4014,37384,99,0,Personal Auto,Four-Door Car,475,Arizona,F
NJ10602,College,8459,92717,70,0,Personal Auto,Two-Door Car,224,Washington,F
OP60201,College,2203,0,72,2,Personal Auto,Four-Door Car,518,Oregon,M
QK69627,High School or Below,9388,75264,78,0,Personal Auto,Four-Door Car,343,Washington,F
DP63956,Bachelor,6791,0,101,1,Corporate Auto,SUV,727,Arizona,F
MV89967,College,23142,0,105,0,Personal Auto,Four-Door Car,564,Oregon,F
MQ37971,Bachelor,3038,31532,79,0,Personal Auto,Four-Door Car,241,Arizona,F
CO12132,High School or Below,8879,52583,113,0,Personal Auto,SUV,528,California,F
UG19550,High School or Below,21590,62477,183,0,Personal Auto,Luxury,40,California,M
SQ18525,College,8457,26023,72,1,Personal Auto,Four-Door Car,79,Arizona,F
VG11458,Bachelor,4770,28666,64,0,Personal Auto,Four-Door Car,307,California,M
TG75223,Bachelor,4312,21004,62,0,Personal Auto,Two-Door Car,297,California,M
WW85018,Bachelor,6293,45430,81,0,Personal Auto,Two-Door Car,388,Washington,M
MY11682,Bachelor,7098,37511,185,2,Personal Auto,Luxury,579,California,M
NI49607,College,4395,28719,110,0,Personal Auto,SUV,792,Oregon,F
NX18821,Master,5564,49833,69,0,Personal Auto,Four-Door Car,331,Oregon,M
JZ63423,College,5321,67431,136,1,Personal Auto,SUV,652,Arizona,M
DG30586,Bachelor,2867,23376,78,0,Personal Auto,Four-Door Car,374,Oregon,F
QS79556,College,9414,20455,84,2,Corporate Auto,Two-Door Car,564,Arizona,F
SW74846,Bachelor,7414,62473,185,0,Personal Auto,Luxury,1298,Washington,F
FZ24763,Bachelor,5078,35289,65,0,Personal Auto,Four-Door Car,123,California,M
TW73441,High School or Below,2773,73478,68,0,Personal Auto,Four-Door Car,241,Nevada,F
FP60372,Bachelor,8072,30584,68,0,Personal Auto,Two-Door Car,51,Nevada,M
XS17260,College,12280,88340,102,0,Personal Auto,Two-Door Car,489,Oregon,M
HX77930,College,3136,49532,79,1,Personal Auto,Four-Door Car,220,Washington,F
OP47206,College,5232,0,154,0,Corporate Auto,Luxury,1140,Arizona,M
KI25980,Master,14722,43982,126,1,Personal Auto,SUV,604,Washington,M
SM88270,High School or Below,30118,68906,187,0,Personal Auto,Luxury,1053,California,M
RM83767,College,5970,64008,85,5,Personal Auto,Four-Door Car,372,Washington,M
YE45848,Bachelor,8026,87421,99,0,Corporate Auto,Two-Door Car,475,California,F
QO77034,Bachelor,3567,0,102,0,Personal Auto,SUV,660,California,M
FQ66070,College,8491,62076,71,0,Personal Auto,Four-Door Car,227,California,M
YQ44187,Bachelor,2545,26746,66,0,Personal Auto,Two-Door Car,165,Oregon,F
PW65305,College,8870,91580,73,0,Personal Auto,Two-Door Car,290,California,M
